postal_code,Judet,localitate,Tip Artera,Denumire,Zona de livrare,Livrare sambata
30672,Bucuresti,Bucuresti,Strada,Basarab Matei nr. 61-81,0,DA
30673,Bucuresti,Bucuresti,Strada,Basarab Matei nr. 83-T,0,DA
30674,Bucuresti,Bucuresti,Strada,Basarab Matei nr. 2-58,0,DA
30675,Bucuresti,Bucuresti,Strada,Basarab Matei nr. 60-92,0,DA
30676,Bucuresti,Bucuresti,Strada,Basarab Matei nr. 94-96,0,DA
30677,Bucuresti,Bucuresti,Strada,Basarab Matei nr. 98-100,0,DA
30678,Bucuresti,Bucuresti,Strada,Basarab Matei nr. 102-104,0,DA
30679,Bucuresti,Bucuresti,Strada,Basarab Matei nr. 106-T,0,DA
30681,Bucuresti,Bucuresti,Strada,"Valaori Iuliu, prof. nr. 1-T",0,DA
30682,Bucuresti,Bucuresti,Strada,"Valaori Iuliu, prof. nr. 2-T",0,DA
30683,Bucuresti,Bucuresti,Intrare,"Valaori Iuliu, prof.",0,DA
30684,Bucuresti,Bucuresti,Strada,Remus nr. 1-T,0,DA
30685,Bucuresti,Bucuresti,Strada,Remus nr. 2-T,0,DA
30686,Bucuresti,Bucuresti,Strada,Fetitelor nr. 1-T,0,DA
30687,Bucuresti,Bucuresti,Strada,Fetitelor nr. 2-T,0,DA
30688,Bucuresti,Bucuresti,Strada,"Constantinescu Mitrita, prof. nr. 1-T",0,DA
30689,Bucuresti,Bucuresti,Strada,"Constantinescu Mitrita, prof. nr. 2-T",0,DA
30691,Bucuresti,Bucuresti,Strada,"Lucaciu Vasile, preot nr. 1-35",0,DA
30692,Bucuresti,Bucuresti,Strada,"Lucaciu Vasile, preot nr. 37-75",0,DA
30693,Bucuresti,Bucuresti,Strada,"Lucaciu Vasile, preot nr. 77-T",0,DA
30694,Bucuresti,Bucuresti,Strada,"Lucaciu Vasile, preot nr. 2-40",0,DA
30695,Bucuresti,Bucuresti,Strada,"Lucaciu Vasile, preot nr. 42-78",0,DA
30696,Bucuresti,Bucuresti,Strada,"Lucaciu Vasile, preot nr. 80-T",0,DA
30697,Bucuresti,Bucuresti,Intrare,"Lucaciu Vasile, preot",0,DA
30698,Bucuresti,Bucuresti,Strada,Trifoi,0,DA
30701,Bucuresti,Bucuresti,Strada,Labirint nr. 1-59,0,DA
30702,Bucuresti,Bucuresti,Strada,Labirint nr. 61-113,0,DA
30703,Bucuresti,Bucuresti,Strada,Labirint nr. 115-181,0,DA
30704,Bucuresti,Bucuresti,Strada,Labirint nr. 183-T,0,DA
30705,Bucuresti,Bucuresti,Strada,Labirint nr. 2-50,0,DA
30706,Bucuresti,Bucuresti,Strada,Labirint nr. 52-100,0,DA
30707,Bucuresti,Bucuresti,Strada,Labirint nr. 102-140,0,DA
30708,Bucuresti,Bucuresti,Strada,Labirint nr. 142-T,0,DA
30709,Bucuresti,Bucuresti,Strada,"Moga Alexandru, slt.",0,DA
30711,Bucuresti,Bucuresti,Strada,"Ganovici Dumitru, lt. nr. 1-T",0,DA
30712,Bucuresti,Bucuresti,Strada,"Ganovici Dumitru, lt. nr. 2-T",0,DA
30713,Bucuresti,Bucuresti,Intrare,Stafetei,0,DA
30714,Bucuresti,Bucuresti,Strada,Braniste Valeriu nr. 1-23,0,DA
30715,Bucuresti,Bucuresti,Strada,Braniste Valeriu nr. 25-T,0,DA
30716,Bucuresti,Bucuresti,Strada,Braniste Valeriu nr. 2-52,0,DA
30717,Bucuresti,Bucuresti,Strada,Braniste Valeriu nr. 54-56,0,DA
30718,Bucuresti,Bucuresti,Strada,Braniste Valeriu nr. 58-T,0,DA
30719,Bucuresti,Bucuresti,Strada,Putul cu Roata,0,DA
30771,Bucuresti,Bucuresti,Strada,Mamulari nr. 1-T,0,DA
30772,Bucuresti,Bucuresti,Strada,Mamulari nr. 2-T,0,DA
30773,Bucuresti,Bucuresti,Intrare,Mamulari,0,DA
30774,Bucuresti,Bucuresti,Strada,Negru Voda,0,DA
30775,Bucuresti,Bucuresti,Alee,Negru Voda,0,DA
30776,Bucuresti,Bucuresti,Intrare,Negru Voda,0,DA
30781,Bucuresti,Bucuresti,Strada,Cluceru Udricani nr. 1-T,0,DA
30782,Bucuresti,Bucuresti,Strada,Cluceru Udricani nr. 2-T,0,DA
30783,Bucuresti,Bucuresti,Strada,Adamache Vasile,0,DA
30784,Bucuresti,Bucuresti,Strada,Olteni nr. 1-29,0,DA
30785,Bucuresti,Bucuresti,Strada,Olteni nr. 31-T,0,DA
30786,Bucuresti,Bucuresti,Strada,Olteni nr. 2-40,0,DA
30787,Bucuresti,Bucuresti,Strada,Olteni nr. 42-T,0,DA
30788,Bucuresti,Bucuresti,Intrare,Olteni,0,DA
30789,Bucuresti,Bucuresti,Intrare,Clucereasa Maria,0,DA
30791,Bucuresti,Bucuresti,Strada,"Barasch Iuliu, dr. nr. 1-T",0,DA
30792,Bucuresti,Bucuresti,Strada,"Barasch Iuliu, dr. nr. 2-T",0,DA
30793,Bucuresti,Bucuresti,Sosea,Strehaia,0,DA
30794,Bucuresti,Bucuresti,Strada,Vintila Voda,0,DA
30795,Bucuresti,Bucuresti,Strada,Pann Anton nr. 1-T,0,DA
30796,Bucuresti,Bucuresti,Strada,Pann Anton nr. 2-T,0,DA
30801,Bucuresti,Bucuresti,Strada,Cauzasi nr. 1-T,0,DA
30802,Bucuresti,Bucuresti,Strada,Cauzasi nr. 2-T,0,DA
30803,Bucuresti,Bucuresti,Alee,Cauzasi,0,DA
30804,Bucuresti,Bucuresti,Strada,"Filibiliu Ion, prof. nr. 1-T",0,DA
30805,Bucuresti,Bucuresti,Strada,"Filibiliu Ion, prof. nr. 2-T",0,DA
30806,Bucuresti,Bucuresti,Strada,Gheorghe Cristescu,0,DA
30811,Bucuresti,Bucuresti,Strada,Bujor Haiducul,0,DA
30812,Bucuresti,Bucuresti,Strada,Goldfaden Abram nr. 1-T,0,DA
30813,Bucuresti,Bucuresti,Strada,Goldfaden Abram nr. 2-T,0,DA
30814,Bucuresti,Bucuresti,Strada,Legislatorului,0,DA
30815,Bucuresti,Bucuresti,Strada,Zaverei,0,DA
30816,Bucuresti,Bucuresti,Intrare,Faurari,0,DA
30817,Bucuresti,Bucuresti,Strada,Macin,0,DA
30818,Bucuresti,Bucuresti,Strada,Sfântul Nicolae Jignita,0,DA
30819,Bucuresti,Bucuresti,Strada,Sticlari,0,DA
30821,Bucuresti,Bucuresti,Bulevard,Unirii nr. 29-31,0,DA
30822,Bucuresti,Bucuresti,Bulevard,Unirii nr. 33-35,0,DA
30823,Bucuresti,Bucuresti,Bulevard,Unirii nr. 37-41,0,DA
30824,Bucuresti,Bucuresti,Bulevard,Unirii nr. 43-45,0,DA
30825,Bucuresti,Bucuresti,Bulevard,Unirii nr. 47-51,0,DA
30826,Bucuresti,Bucuresti,Bulevard,Unirii nr. 53-55,0,DA
30827,Bucuresti,Bucuresti,Bulevard,Unirii nr. 57,0,DA
30828,Bucuresti,Bucuresti,Bulevard,Unirii nr. 59-63,0,DA
30829,Bucuresti,Bucuresti,Bulevard,Unirii nr. 65-71,0,DA
30831,Bucuresti,Bucuresti,Bulevard,Unirii nr. 73,0,DA
30832,Bucuresti,Bucuresti,Bulevard,Unirii nr. 75-T,0,DA
30833,Bucuresti,Bucuresti,Bulevard,Unirii nr. 22-60,0,DA
30834,Bucuresti,Bucuresti,Bulevard,Unirii nr. 62-64,0,DA
30835,Bucuresti,Bucuresti,Bulevard,Unirii nr. 66-68,0,DA
30836,Bucuresti,Bucuresti,Bulevard,Unirii nr. 70-72,0,DA
30837,Bucuresti,Bucuresti,Bulevard,Unirii nr. 74-T,0,DA
30841,Bucuresti,Bucuresti,Strada,Parfumului nr. 1-T,0,DA
30842,Bucuresti,Bucuresti,Strada,Parfumului nr. 2-T,0,DA
30843,Bucuresti,Bucuresti,Intrare,Parfumului,0,DA
30844,Bucuresti,Bucuresti,Strada,Ceaus Radu,0,DA
30845,Bucuresti,Bucuresti,Intrare,Ceaus Radu,0,DA
30851,Bucuresti,Bucuresti,Strada,Vulturilor nr. 1-37,0,DA
30852,Bucuresti,Bucuresti,Strada,Vulturilor nr. 39-71,0,DA
30853,Bucuresti,Bucuresti,Strada,Vulturilor nr. 73-103,0,DA
30854,Bucuresti,Bucuresti,Strada,Vulturilor nr. 105-T,0,DA
30855,Bucuresti,Bucuresti,Strada,Vulturilor nr. 2-34,0,DA
30856,Bucuresti,Bucuresti,Strada,Vulturilor nr. 36-66,0,DA
30857,Bucuresti,Bucuresti,Strada,Vulturilor nr. 68-98,0,DA
30858,Bucuresti,Bucuresti,Strada,Vulturilor nr. 100-T,0,DA
30859,Bucuresti,Bucuresti,Intrare,Canarului,0,DA
30861,Bucuresti,Bucuresti,Strada,"Popper Maximilian, dr. nr. 1-17",0,DA
30862,Bucuresti,Bucuresti,Strada,"Popper Maximilian, dr. nr. 19-T",0,DA
30863,Bucuresti,Bucuresti,Strada,"Popper Maximilian, dr. nr. 2-18",0,DA
30864,Bucuresti,Bucuresti,Strada,"Popper Maximilian, dr. nr. 20-T",0,DA
30865,Bucuresti,Bucuresti,Intrare,"Popper Maximilian, dr.",0,DA
30866,Bucuresti,Bucuresti,Strada,Filderman Wilhelm,0,DA
30871,Bucuresti,Bucuresti,Strada,"Carp Petre, cpt.",0,DA
30872,Bucuresti,Bucuresti,Intrare,Pastei,0,DA
30873,Bucuresti,Bucuresti,Intrare,Voronet,0,DA
30874,Bucuresti,Bucuresti,Intrare,"Westfried Filip, dr.",0,DA
30881,Bucuresti,Bucuresti,Strada,Turturelelor nr. 1-T,0,DA
30882,Bucuresti,Bucuresti,Strada,Turturelelor nr. 2-T,0,DA
30883,Bucuresti,Bucuresti,Strada,Rândunelelor,0,DA
30884,Bucuresti,Bucuresti,Intrare,Hulubilor,0,DA
30885,Bucuresti,Bucuresti,Strada,Voinicului,0,DA
30886,Bucuresti,Bucuresti,Strada,Verdetei,0,DA
30887,Bucuresti,Bucuresti,Strada,Pillat Ion,0,DA
30891,Bucuresti,Bucuresti,Strada,"Racoteanu G. Ion, mr.",0,DA
30892,Bucuresti,Bucuresti,Strada,Vamesului,0,DA
30893,Bucuresti,Bucuresti,Intrare,"Zenovie Avram, mr.",0,DA
30894,Bucuresti,Bucuresti,Intrare,Licurici,0,DA
30895,Bucuresti,Bucuresti,Strada,Gane Nicolae,0,DA
30896,Bucuresti,Bucuresti,Strada,Spoitori,0,DA
30897,Bucuresti,Bucuresti,Intrare,Spoitori,0,DA
30901,Bucuresti,Bucuresti,Strada,"Barcianu Daniel, prof.",0,DA
30902,Bucuresti,Bucuresti,Strada,"Moise Nicoara, prof. nr. 1-37",0,DA
30903,Bucuresti,Bucuresti,Strada,"Moise Nicoara, prof. nr. 39-T",0,DA
30904,Bucuresti,Bucuresti,Strada,"Moise Nicoara, prof. nr. 2-36",0,DA
30905,Bucuresti,Bucuresti,Strada,"Moise Nicoara, prof. nr. 38-T",0,DA
30911,Bucuresti,Bucuresti,Strada,"Bolliac Cezar, poet nr. 1-T",0,DA
30912,Bucuresti,Bucuresti,Strada,"Bolliac Cezar, poet nr. 2-T",0,DA
30913,Bucuresti,Bucuresti,Intrare,"Bolliac Cezar, poet",0,DA
30914,Bucuresti,Bucuresti,Strada,"Murgu Eftimie, prof.",0,DA
30915,Bucuresti,Bucuresti,Strada,Teodorescu Gh. Dem. nr. 1-T,0,DA
30916,Bucuresti,Bucuresti,Strada,Teodorescu Gh. Dem. nr. 2-T,0,DA
30917,Bucuresti,Bucuresti,Intrare,"Ganescu Grigore, prof.",0,DA
30921,Bucuresti,Bucuresti,Strada,Învingatorilor nr. 1-T,0,DA
30922,Bucuresti,Bucuresti,Strada,Învingatorilor nr. 2-T,0,DA
30923,Bucuresti,Bucuresti,Intrare,Învingatorilor,0,DA
30924,Bucuresti,Bucuresti,Strada,Delea Noua nr. 1-T,0,DA
30925,Bucuresti,Bucuresti,Strada,Delea Noua nr. 2-T,0,DA
30926,Bucuresti,Bucuresti,Strada,Anestinelor nr. 1-T,0,DA
30927,Bucuresti,Bucuresti,Strada,Anestinelor nr. 2-T,0,DA
30928,Bucuresti,Bucuresti,Intrare,Anestinelor,0,DA
30929,Bucuresti,Bucuresti,Intrare,"Lescu Mihail, sold.",0,DA
30931,Bucuresti,Bucuresti,Strada,Sperantia D. Theodor nr. 1-49,0,DA
30932,Bucuresti,Bucuresti,Strada,Sperantia D. Theodor nr. 51-113,0,DA
30933,Bucuresti,Bucuresti,Strada,Sperantia D. Theodor nr. 115-133,0,DA
30934,Bucuresti,Bucuresti,Strada,Sperantia D. Theodor nr. 135-T,0,DA
30935,Bucuresti,Bucuresti,Strada,Sperantia D. Theodor nr. 2-68,0,DA
30936,Bucuresti,Bucuresti,Strada,Sperantia D. Theodor nr. 70-80,0,DA
30937,Bucuresti,Bucuresti,Strada,Sperantia D. Theodor nr. 82-96,0,DA
30938,Bucuresti,Bucuresti,Strada,Sperantia D. Theodor nr. 98-100,0,DA
30939,Bucuresti,Bucuresti,Strada,Sperantia D. Theodor nr. 102-104,0,DA
30941,Bucuresti,Bucuresti,Strada,Sperantia D. Theodor nr. 106-114,0,DA
30942,Bucuresti,Bucuresti,Strada,Sperantia D. Theodor nr. 116-T,0,DA
30943,Bucuresti,Bucuresti,Intrare,Actorului,0,DA
30944,Bucuresti,Bucuresti,Intrare,Anecdotelor,0,DA
30945,Bucuresti,Bucuresti,Intrare,Cobzei,0,DA
30946,Bucuresti,Bucuresti,Strada,Naiului,0,DA
30951,Bucuresti,Bucuresti,Strada,Miletin nr. 1-3,0,DA
30952,Bucuresti,Bucuresti,Strada,Miletin nr. 5-T,0,DA
30953,Bucuresti,Bucuresti,Strada,Miletin nr. 2-T,0,DA
30954,Bucuresti,Bucuresti,Strada,Rodiei nr. 1-3,0,DA
30955,Bucuresti,Bucuresti,Strada,Rodiei nr. 5-T,0,DA
30956,Bucuresti,Bucuresti,Strada,Rodiei nr. 2-T,0,DA
30961,Bucuresti,Bucuresti,Bulevard,Decebal nr. 1,0,DA
30962,Bucuresti,Bucuresti,Bulevard,Decebal nr. 3-7,0,DA
30963,Bucuresti,Bucuresti,Bulevard,Decebal nr. 9-11,0,DA
30964,Bucuresti,Bucuresti,Bulevard,Decebal nr. 13-T,0,DA
30965,Bucuresti,Bucuresti,Bulevard,Decebal nr. 2-4,0,DA
30966,Bucuresti,Bucuresti,Bulevard,Decebal nr. 6-8,0,DA
30967,Bucuresti,Bucuresti,Bulevard,Decebal nr. 10-14,0,DA
30968,Bucuresti,Bucuresti,Bulevard,Decebal nr. 16-18,0,DA
30969,Bucuresti,Bucuresti,Bulevard,Decebal nr. 20-24,0,DA
30971,Bucuresti,Bucuresti,Bulevard,Decebal nr. 26-T,0,DA
30981,Bucuresti,Bucuresti,Bulevard,Goga Octavian nr. 1-T,0,DA
30982,Bucuresti,Bucuresti,Bulevard,Goga Octavian nr. 2-10,0,DA
30983,Bucuresti,Bucuresti,Bulevard,Goga Octavian nr. 12-20,0,DA
30984,Bucuresti,Bucuresti,Bulevard,Goga Octavian nr. 22-26,0,DA
30985,Bucuresti,Bucuresti,Bulevard,Goga Octavian nr. 28-T,0,DA
30986,Bucuresti,Bucuresti,Bulevard,Marasesti nr. 139-T,0,DA
30987,Bucuresti,Bucuresti,Bulevard,Marasesti nr. 102-T,0,DA
30991,Bucuresti,Bucuresti,Strada,"Cerna Panait, poet nr. 1-T",0,DA
30992,Bucuresti,Bucuresti,Strada,"Cerna Panait, poet nr. 2-4",0,DA
30993,Bucuresti,Bucuresti,Strada,"Cerna Panait, poet nr. 6-8",0,DA
30994,Bucuresti,Bucuresti,Strada,"Cerna Panait, poet nr. 10-12",0,DA
30995,Bucuresti,Bucuresti,Strada,"Cerna Panait, poet nr. 14-T",0,DA
30996,Bucuresti,Bucuresti,Strada,"Anghel Dimitrie, poet nr. 1-T",0,DA
30997,Bucuresti,Bucuresti,Strada,"Anghel Dimitrie, poet nr. 2-T",0,DA
30998,Bucuresti,Bucuresti,Strada,Dobroteasa,0,DA
31011,Bucuresti,Bucuresti,Cale,Vacaresti nr. 1-39,0,DA
31012,Bucuresti,Bucuresti,Cale,Vacaresti nr. 41-105,0,DA
31013,Bucuresti,Bucuresti,Cale,Vacaresti nr. 107-159,0,DA
31014,Bucuresti,Bucuresti,Cale,Vacaresti nr. 2-56,0,DA
31015,Bucuresti,Bucuresti,Cale,Vacaresti nr. 58-106,0,DA
31016,Bucuresti,Bucuresti,Cale,Vacaresti nr. 108-176,0,DA
31021,Bucuresti,Bucuresti,Strada,Vlahuta Alexandru nr. 1-3,0,DA
31022,Bucuresti,Bucuresti,Strada,Vlahuta Alexandru nr. 5-T,0,DA
31023,Bucuresti,Bucuresti,Strada,Vlahuta Alexandru nr. 2-T,0,DA
31024,Bucuresti,Bucuresti,Intrare,Demetrescu Traian,0,DA
31025,Bucuresti,Bucuresti,Alee,Apahida,0,DA
31031,Bucuresti,Bucuresti,Strada,"Iosif Stefan Octavian, poet nr. 1-5",0,DA
31032,Bucuresti,Bucuresti,Strada,"Iosif Stefan Octavian, poet nr. 7-T",0,DA
31033,Bucuresti,Bucuresti,Strada,"Iosif Stefan Octavian, poet nr. 2",0,DA
31034,Bucuresti,Bucuresti,Strada,"Iosif Stefan Octavian, poet nr. 4-T",0,DA
31041,Bucuresti,Bucuresti,Strada,Nerva Traian nr. 1-3,0,DA
31042,Bucuresti,Bucuresti,Strada,Nerva Traian nr. 5-15,0,DA
31043,Bucuresti,Bucuresti,Strada,Nerva Traian nr. 17-19,0,DA
31044,Bucuresti,Bucuresti,Strada,Nerva Traian nr. 21-T,0,DA
31045,Bucuresti,Bucuresti,Strada,Nerva Traian nr. 2-4,0,DA
31046,Bucuresti,Bucuresti,Strada,Nerva Traian nr. 6-T,0,DA
31051,Bucuresti,Bucuresti,Strada,Baba Dochia,0,DA
31052,Bucuresti,Bucuresti,Strada,Bravilor,0,DA
31053,Bucuresti,Bucuresti,Intrare,Brigadierului,0,DA
31054,Bucuresti,Bucuresti,Strada,Brumarel,0,DA
31055,Bucuresti,Bucuresti,Strada,Cerbului,0,DA
31056,Bucuresti,Bucuresti,Strada,Dinsârbi,0,DA
31057,Bucuresti,Bucuresti,Strada,Hameiului,0,DA
31058,Bucuresti,Bucuresti,Strada,Lipanului,0,DA
31059,Bucuresti,Bucuresti,Intrare,Lunca Mica,0,DA
31061,Bucuresti,Bucuresti,Strada,Pitagora,0,DA
31062,Bucuresti,Bucuresti,Intrare,Pitagora,0,DA
31063,Bucuresti,Bucuresti,Strada,Procopiu Ion,0,DA
31064,Bucuresti,Bucuresti,Strada,Rascrucii,0,DA
31065,Bucuresti,Bucuresti,Strada,Smeurisului,0,DA
31066,Bucuresti,Bucuresti,Strada,Splaiului,0,DA
31067,Bucuresti,Bucuresti,Strada,"Stefanescu Petre, cpt.",0,DA
31068,Bucuresti,Bucuresti,Strada,Turnisor,0,DA
31069,Bucuresti,Bucuresti,Strada,Virginia,0,DA
31071,Bucuresti,Bucuresti,Strada,"Blaga Lucian, poet nr. 1-T",0,DA
31072,Bucuresti,Bucuresti,Strada,"Blaga Lucian, poet nr. 2-T",0,DA
31073,Bucuresti,Bucuresti,Alee,"Botta Emil, poet nr. 1-T",0,DA
31074,Bucuresti,Bucuresti,Alee,"Botta Emil, poet nr. 2-T",0,DA
31081,Bucuresti,Bucuresti,Cale,Dudesti nr. 1-41,0,DA
31082,Bucuresti,Bucuresti,Cale,Dudesti nr. 43-99,0,DA
31083,Bucuresti,Bucuresti,Cale,Dudesti nr. 101-139,0,DA
31084,Bucuresti,Bucuresti,Cale,Dudesti nr. 141-T,0,DA
31085,Bucuresti,Bucuresti,Cale,Dudesti nr. 2-34,0,DA
31086,Bucuresti,Bucuresti,Cale,Dudesti nr. 36-92,0,DA
31087,Bucuresti,Bucuresti,Cale,Dudesti nr. 94-152,0,DA
31088,Bucuresti,Bucuresti,Cale,Dudesti nr. 154-T,0,DA
31091,Bucuresti,Bucuresti,Strada,Bârseanu Andrei,0,DA
31092,Bucuresti,Bucuresti,Intrare,Bârseanu Andrei,0,DA
31093,Bucuresti,Bucuresti,Strada,Manea Gheorghe nr. 1-T,0,DA
31094,Bucuresti,Bucuresti,Strada,Manea Gheorghe nr. 2-T,0,DA
31095,Bucuresti,Bucuresti,Strada,Voinescu Ion nr. 1-T,0,DA
31096,Bucuresti,Bucuresti,Strada,Voinescu Ion nr. 2-T,0,DA
31097,Bucuresti,Bucuresti,Strada,Dobrescu Matache,0,DA
31098,Bucuresti,Bucuresti,Strada,"Cumpanici Petre, prof.",0,DA
31101,Bucuresti,Bucuresti,Strada,Scoala Ciocanul,0,DA
31102,Bucuresti,Bucuresti,Strada,Judetu Gheorghe,0,DA
31103,Bucuresti,Bucuresti,Piata,Alba Iulia nr. 1-T,0,DA
31104,Bucuresti,Bucuresti,Piata,Alba Iulia nr. 2-6,0,DA
31105,Bucuresti,Bucuresti,Piata,Alba Iulia nr. 8-T,0,DA
31106,Bucuresti,Bucuresti,Bulevard,Burebista nr. 1-3,0,DA
31107,Bucuresti,Bucuresti,Bulevard,Burebista nr. 5-T,0,DA
31108,Bucuresti,Bucuresti,Bulevard,Burebista nr. 2-4,0,DA
31109,Bucuresti,Bucuresti,Bulevard,Burebista nr. 6-T,0,DA
31111,Bucuresti,Bucuresti,Strada,Caloian Judetu nr. 1-T,0,DA
31112,Bucuresti,Bucuresti,Strada,Caloian Judetu nr. 2-6,0,DA
31113,Bucuresti,Bucuresti,Strada,Caloian Judetu nr. 8-14,0,DA
31114,Bucuresti,Bucuresti,Strada,Caloian Judetu nr. 16-T,0,DA
31115,Bucuresti,Bucuresti,Intrare,Caloian Judetu,0,DA
31121,Bucuresti,Bucuresti,Strada,Cornul Caprei,0,DA
31122,Bucuresti,Bucuresti,Strada,Chiparosului,0,DA
31123,Bucuresti,Bucuresti,Strada,Paunescu-Paltin Ion,0,DA
31124,Bucuresti,Bucuresti,Strada,Mesterul Manole,0,DA
31125,Bucuresti,Bucuresti,Strada,Negoiu nr. 1-T,0,DA
31126,Bucuresti,Bucuresti,Strada,Negoiu nr. 2-T,0,DA
31131,Bucuresti,Bucuresti,Strada,Andriesescu Ioan,0,DA
31132,Bucuresti,Bucuresti,Strada,"Cotescu Alexandru, ing.",0,DA
31133,Bucuresti,Bucuresti,Strada,"Drilea Stefan, serg.",0,DA
31134,Bucuresti,Bucuresti,Strada,Laptelui,0,DA
31135,Bucuresti,Bucuresti,Strada,Lupitei,0,DA
31136,Bucuresti,Bucuresti,Intrare,Lupitei,0,DA
31137,Bucuresti,Bucuresti,Intrare,Obstei,0,DA
31141,Bucuresti,Bucuresti,Strada,Gârleanu Emil nr. 1-9,0,DA
31142,Bucuresti,Bucuresti,Strada,Gârleanu Emil nr. 11-T,0,DA
31143,Bucuresti,Bucuresti,Strada,Gârleanu Emil nr. 2-8,0,DA
31144,Bucuresti,Bucuresti,Strada,Gârleanu Emil nr. 10-T,0,DA
31145,Bucuresti,Bucuresti,Strada,"Cârlova Vasile, poet",0,DA
31146,Bucuresti,Bucuresti,Alee,Stelaru Dimitrie,0,DA
31147,Bucuresti,Bucuresti,Strada,Sacarâmb,0,DA
31148,Bucuresti,Bucuresti,Strada,Alamarului,0,DA
31149,Bucuresti,Bucuresti,Intrare,Baita,0,DA
31151,Bucuresti,Bucuresti,Strada,Moruzi Alexandru Voievod nr. 1-3,0,DA
31152,Bucuresti,Bucuresti,Strada,Moruzi Alexandru Voievod nr. 5-13,0,DA
31153,Bucuresti,Bucuresti,Strada,Moruzi Alexandru Voievod nr. 15-65,0,DA
31154,Bucuresti,Bucuresti,Strada,Moruzi Alexandru Voievod nr. 67-T,0,DA
31155,Bucuresti,Bucuresti,Strada,Moruzi Alexandru Voievod nr. 2-6,0,DA
31156,Bucuresti,Bucuresti,Strada,Moruzi Alexandru Voievod nr. 8-78,0,DA
31157,Bucuresti,Bucuresti,Strada,Moruzi Alexandru Voievod nr. 80-T,0,DA
31158,Bucuresti,Bucuresti,Alee,Moruzi Alexandru Voievod nr. 1-T,0,DA
31159,Bucuresti,Bucuresti,Alee,Moruzi Alexandru Voievod nr. 2-T,0,DA
31161,Bucuresti,Bucuresti,Strada,Panu Anastasie nr. 1-11,0,DA
31162,Bucuresti,Bucuresti,Strada,Panu Anastasie nr. 13-T,0,DA
31163,Bucuresti,Bucuresti,Strada,Panu Anastasie nr. 2-4,0,DA
31164,Bucuresti,Bucuresti,Strada,Panu Anastasie nr. 6-8,0,DA
31165,Bucuresti,Bucuresti,Strada,Panu Anastasie nr. 10-18,0,DA
31166,Bucuresti,Bucuresti,Strada,Panu Anastasie nr. 20-T,0,DA
31167,Bucuresti,Bucuresti,Strada,Ciurcu Alexandru,0,DA
31168,Bucuresti,Bucuresti,Strada,Dragota Judetului,0,DA
31169,Bucuresti,Bucuresti,Strada,Electrificarii,0,DA
31171,Bucuresti,Bucuresti,Strada,Foisorului nr. 1,0,DA
31172,Bucuresti,Bucuresti,Strada,Foisorului nr. 3-7,0,DA
31173,Bucuresti,Bucuresti,Strada,Foisorului nr. 9-13,0,DA
31174,Bucuresti,Bucuresti,Strada,Foisorului nr. 15-17,0,DA
31175,Bucuresti,Bucuresti,Strada,Foisorului nr. 19-71,0,DA
31176,Bucuresti,Bucuresti,Strada,Foisorului nr. 73-127,0,DA
31177,Bucuresti,Bucuresti,Strada,Foisorului nr. 129-T,0,DA
31178,Bucuresti,Bucuresti,Strada,Foisorului nr. 2-8,0,DA
31179,Bucuresti,Bucuresti,Strada,Foisorului nr. 10-18,0,DA
31181,Bucuresti,Bucuresti,Strada,Foisorului nr. 20-24,0,DA
31182,Bucuresti,Bucuresti,Strada,Foisorului nr. 26-68,0,DA
31183,Bucuresti,Bucuresti,Strada,Foisorului nr. 70-138,0,DA
31184,Bucuresti,Bucuresti,Strada,Foisorului nr. 140-T,0,DA
31185,Bucuresti,Bucuresti,Alee,Foisorului,0,DA
31186,Bucuresti,Bucuresti,Intrare,Brates,0,DA
31187,Bucuresti,Bucuresti,Intrare,Simbolului,0,DA
31191,Bucuresti,Bucuresti,Strada,"Foisoreanu Mihail, lt.",0,DA
31192,Bucuresti,Bucuresti,Strada,Vlad Dracu nr. 1-3,0,DA
31193,Bucuresti,Bucuresti,Strada,Vlad Dracu nr. 5-11,0,DA
31194,Bucuresti,Bucuresti,Strada,Vlad Dracu nr. 13-15,0,DA
31195,Bucuresti,Bucuresti,Strada,Vlad Dracu nr. 17-T,0,DA
31196,Bucuresti,Bucuresti,Strada,Vlad Dracu nr. 2-4,0,DA
31197,Bucuresti,Bucuresti,Strada,Vlad Dracu nr. 6-T,0,DA
31201,Bucuresti,Bucuresti,Strada,"Papazoglu Dumitru, lt. col. nr. 1-39",0,DA
31202,Bucuresti,Bucuresti,Strada,"Papazoglu Dumitru, lt. col. nr. 41-T",0,DA
31203,Bucuresti,Bucuresti,Strada,"Papazoglu Dumitru, lt. col. nr. 2-40",0,DA
31204,Bucuresti,Bucuresti,Strada,"Papazoglu Dumitru, lt. col. nr. 42-82",0,DA
31205,Bucuresti,Bucuresti,Strada,"Papazoglu Dumitru, lt. col. nr. 84-T",0,DA
31206,Bucuresti,Bucuresti,Strada,Arcusului,0,DA
31207,Bucuresti,Bucuresti,Strada,Siminocului,0,DA
31208,Bucuresti,Bucuresti,Intrare,Siminocului,0,DA
31211,Bucuresti,Bucuresti,Strada,Logofatul Tautu nr. 1-45,0,DA
31212,Bucuresti,Bucuresti,Strada,Logofatul Tautu nr. 47-T,0,DA
31213,Bucuresti,Bucuresti,Strada,Logofatul Tautu nr. 2-44,0,DA
31214,Bucuresti,Bucuresti,Strada,Logofatul Tautu nr. 46-T,0,DA
