postal_code,Judet,localitate,Tip Artera,Denumire,Zona de livrare,Livrare sambata
337317,Hunedoara,Dancu Mic,,,1,NU
337318,Hunedoara,Jeledinti,,,1,NU
337319,Hunedoara,Magura,,,1,NU
337321,Hunedoara,Tamasasa,,,1,NU
337322,Hunedoara,Turmas,,,1,NU
337325,Hunedoara,Orastioara de Sus,,,1,NU
337326,Hunedoara,Bucium,,,1,NU
337327,Hunedoara,Costesti,,,1,NU
337328,Hunedoara,Costesti-Deal,,,1,NU
337329,Hunedoara,Gradistea de Munte,,,2,NU
337331,Hunedoara,Ludestii de Jos,,,1,NU
337332,Hunedoara,Ludestii de Sus,,,2,NU
337333,Hunedoara,Ocolisu Mic,,,1,NU
337335,Hunedoara,Pestisu Mic,,,0,DA
337336,Hunedoara,Almasu Mic,,,0,DA
337337,Hunedoara,Ciulpaz,,,0,DA
337338,Hunedoara,Cutin,,,0,DA
337339,Hunedoara,Dumbrava,,,0,DA
337341,Hunedoara,Josani,,,0,DA
337342,Hunedoara,Manerau,,,0,DA
337343,Hunedoara,Nandru,,,0,DA
337344,Hunedoara,Valea Nandrului,,,0,DA
337345,Hunedoara,Pui,,,1,NU
337346,Hunedoara,Baiesti,,,1,NU
337347,Hunedoara,Federi,,,1,NU
337348,Hunedoara,Fizesti,,,1,NU
337349,Hunedoara,Galati,,,1,NU
337351,Hunedoara,Hobita,,,1,NU
337352,Hunedoara,Ohaba-Ponor,,,1,NU
337353,Hunedoara,Ponor,,,1,NU
337354,Hunedoara,Rau Barbat,,,1,NU
337356,Hunedoara,Rusor,,,1,NU
337357,Hunedoara,ªerel,,,1,NU
337358,Hunedoara,Uric,,,1,NU
337365,Hunedoara,Rapoltu Mare,,,1,NU
337366,Hunedoara,Bobalna,,,1,NU
337367,Hunedoara,Boiu,,,1,NU
337368,Hunedoara,Folt,,,1,NU
337369,Hunedoara,Rapoltel,,,1,NU
337370,Hunedoara,Rachitova,,,2,NU
337371,Hunedoara,Boita,,,1,NU
337372,Hunedoara,Ciula Mare,,,1,NU
337373,Hunedoara,Ciula Mica,,,1,NU
337374,Hunedoara,Gotesti,,,2,NU
337376,Hunedoara,Mesteacan (Rachitova),,,2,NU
337377,Hunedoara,Valioara,,,2,NU
337380,Hunedoara,Rau de Mori,,,1,NU
337381,Hunedoara,Brazi,,,2,NU
337382,Hunedoara,Clopotiva,,,1,NU
337383,Hunedoara,Ohaba-Sibisel,,,1,NU
337384,Hunedoara,Ostrov,,,1,NU
337386,Hunedoara,Ostrovel,,,1,NU
337387,Hunedoara,Ostrovu Mic,,,1,NU
337388,Hunedoara,Sibisel (Rau de Mori),,,1,NU
337389,Hunedoara,Suseni,,,1,NU
337391,Hunedoara,Unciuc,,,1,NU
337392,Hunedoara,Valea Daljii,,,1,NU
337400,Hunedoara,Ribita,,,1,NU
337401,Hunedoara,Crisan,,,1,NU
337402,Hunedoara,Dumbrava de Jos,,,2,NU
337403,Hunedoara,Dumbrava de Sus,,,2,NU
337404,Hunedoara,Ribicioara,,,2,NU
337406,Hunedoara,Uibaresti,,,1,NU
337410,Hunedoara,Romos,,,1,NU
337411,Hunedoara,Ciungu Mare,,,1,NU
337412,Hunedoara,Pischinti,,,1,NU
337413,Hunedoara,Romosel,,,1,NU
337414,Hunedoara,Vaidei,,,1,NU
337415,Hunedoara,Sarmizegetusa,,,1,NU
337416,Hunedoara,Breazova,,,1,NU
337417,Hunedoara,Hobita-Gradiste,,,1,NU
337418,Hunedoara,Paucinesti,,,1,NU
337419,Hunedoara,Zeicani,,,1,NU
337420,Hunedoara,Salasu de Sus,,,1,NU
337421,Hunedoara,Coroiesti,,,1,NU
337422,Hunedoara,Malaiesti,,,1,NU
337423,Hunedoara,Nucsoara,,,1,NU
337424,Hunedoara,Ohaba de sub Piatra,,,1,NU
337426,Hunedoara,Paros,,,1,NU
337427,Hunedoara,Pestera (Salasu de Sus),,,1,NU
337428,Hunedoara,Rau Alb,,,1,NU
337429,Hunedoara,Rau Mic,,,1,NU
337431,Hunedoara,Salasu de Jos,,,1,NU
337432,Hunedoara,Zavoi,,,1,NU
337440,Hunedoara,Santamaria-Orlea,,,1,NU
337441,Hunedoara,Balomir,,,1,NU
337442,Hunedoara,Barastii Hategului,,,1,NU
337443,Hunedoara,Bucium-Orlea,,,1,NU
337444,Hunedoara,Ciopeia,,,1,NU
337446,Hunedoara,Sacel,,,1,NU
337447,Hunedoara,Sanpetru,,,1,NU
337448,Hunedoara,Subcetate,,,1,NU
337449,Hunedoara,Vadu,,,1,NU
337450,Hunedoara,ªoimus,,,0,DA
337451,Hunedoara,Balata,,,0,DA
337452,Hunedoara,Bejan,,,0,DA
337453,Hunedoara,Bejan-Tarnavita,,,0,DA
337454,Hunedoara,Boholt,,,0,DA
337456,Hunedoara,Cainelu de Jos,,,0,DA
337457,Hunedoara,Chiscadaga,,,0,DA
337458,Hunedoara,Fornadia,,,0,DA
337459,Hunedoara,Paulis,,,0,DA
337461,Hunedoara,Sulighete,,,0,DA
337465,Hunedoara,Teliucu Inferior,,,0,DA
337466,Hunedoara,Cincis-Cerna,,,0,DA
337467,Hunedoara,Izvoarele,,,0,DA
337468,Hunedoara,Teliucu Superior,,,0,DA
337470,Hunedoara,Tomesti,,,2,NU
337471,Hunedoara,Dobrot,,,2,NU
337472,Hunedoara,Leaut,,,2,NU
337473,Hunedoara,Livada,,,2,NU
337474,Hunedoara,Obarsa,,,2,NU
337476,Hunedoara,ªteia,,,2,NU
337477,Hunedoara,Tiulesti,,,2,NU
337478,Hunedoara,Valea Mare de Cris,,,2,NU
337480,Hunedoara,Toplita,,,1,NU
337481,Hunedoara,Curpenii Silvasului,,,1,NU
337482,Hunedoara,Dabaca,,,1,NU
337483,Hunedoara,Dealu Mic,,,1,NU
337484,Hunedoara,Goles,,,1,NU
337486,Hunedoara,Hasdau,,,1,NU
337487,Hunedoara,Mosoru,,,1,NU
337488,Hunedoara,Valari,,,1,NU
337490,Hunedoara,Totesti,,,1,NU
337491,Hunedoara,Carnesti,,,1,NU
337492,Hunedoara,Copaci,,,1,NU
337493,Hunedoara,Paclisa,,,1,NU
337494,Hunedoara,Reea,,,1,NU
337495,Hunedoara,Turdas,,,1,NU
337496,Hunedoara,Pricaz,,,1,NU
337497,Hunedoara,Rapas,,,0,DA
337498,Hunedoara,Spini,,,0,DA
337500,Hunedoara,Vata de Jos,,,2,NU
337501,Hunedoara,Basarabasa,,,2,NU
337502,Hunedoara,Birtin,,,2,NU
337503,Hunedoara,Brotuna,,,2,NU
337504,Hunedoara,Cazanesti,,,2,NU
337506,Hunedoara,Ciungani,,,2,NU
337507,Hunedoara,Ocisor,,,2,NU
337508,Hunedoara,Ociu,,,2,NU
337509,Hunedoara,Pravaleni,,,2,NU
337511,Hunedoara,Prihodiste (Vata de Jos),,,2,NU
337512,Hunedoara,Tatarastii de Cris,,,2,NU
337513,Hunedoara,Tarnava de Cris,,,2,NU
337514,Hunedoara,Vata de Sus,,,2,NU
337520,Hunedoara,Valisoara,,,1,NU
337521,Hunedoara,Dealu Mare,,,1,NU
337522,Hunedoara,Salistioara,,,1,NU
337523,Hunedoara,Stoieneasa,,,1,NU
337525,Hunedoara,Vetel,,,0,DA
337526,Hunedoara,Boia Barzii,,,1,NU
337527,Hunedoara,Bretelin,,,1,NU
337528,Hunedoara,Caoi,,,1,NU
337529,Hunedoara,Herepeia,,,0,DA
337531,Hunedoara,Lesnic,,,0,DA
337532,Hunedoara,Mintia,,,0,DA
337533,Hunedoara,Muncelu Mare,,,1,NU
337534,Hunedoara,Muncelu Mic,,,1,NU
337536,Hunedoara,Runcu Mic,,,1,NU
337540,Hunedoara,Vorta,,,1,NU
337541,Hunedoara,Certeju de Jos,,,1,NU
337542,Hunedoara,Coaja,,,2,NU
337543,Hunedoara,Dumesti,,,1,NU
337544,Hunedoara,Luncsoara,,,2,NU
337546,Hunedoara,Valea Poienii,,,1,NU
337547,Hunedoara,Visca,,,2,NU
337550,Hunedoara,Zam,,,2,NU
337551,Hunedoara,Almas-Saliste,,,2,NU
337552,Hunedoara,Almasel,,,2,NU
337553,Hunedoara,Braseu,,,2,NU
337554,Hunedoara,Cerbia,,,2,NU
337556,Hunedoara,Deleni,,,2,NU
337557,Hunedoara,Godinesti,,,2,NU
337558,Hunedoara,Micanesti,,,2,NU
337559,Hunedoara,Poganesti,,,2,NU
337561,Hunedoara,Pojoga,,,2,NU
337562,Hunedoara,Salciva,,,2,NU
337563,Hunedoara,Tamasesti,,,2,NU
337564,Hunedoara,Valea,,,2,NU
400001,Cluj,Cluj-Napoca,Cale,Motilor nr. 1-39; 2-40,0,DA
400002,Cluj,Cluj-Napoca,Strada,Maior Petru,0,DA
400003,Cluj,Cluj-Napoca,Piata,Blaga Lucian nr. 1; 2,0,DA
400004,Cluj,Cluj-Napoca,Strada,Sincai Gheorghe,0,DA
400005,Cluj,Cluj-Napoca,Strada,"Hatieganu Iuliu, doctor",0,DA
400006,Cluj,Cluj-Napoca,Strada,Clinicilor,0,DA
400009,Cluj,Cluj-Napoca,Strada,Napoca nr. 2-T,0,DA
400010,Cluj,Cluj-Napoca,Strada,Creanga Ion,0,DA
400011,Cluj,Cluj-Napoca,Strada,Neagra,0,DA
400012,Cluj,Cluj-Napoca,Strada,"Babes Victor, profesor",0,DA
400013,Cluj,Cluj-Napoca,Piata,Blaga Lucian nr. 3-T; 4-T,0,DA
400014,Cluj,Cluj-Napoca,Strada,"Bob Ioan, episcop",0,DA
400014,Cluj,Cluj-Napoca,Strada,Micu Samuil,0,DA
400014,Cluj,Cluj-Napoca,Strada,Ratiu Ion,0,DA
400015,Cluj,Cluj-Napoca,Strada,Bilascu Gheorghe nr. 1-49; 2-48,0,DA
400015,Cluj,Cluj-Napoca,Piata,Unirii nr. 9-11; 8-16,0,DA
400018,Cluj,Cluj-Napoca,Strada,Petrovici Octavian,0,DA
400019,Cluj,Cluj-Napoca,Strada,Ciurea Alexandru,0,DA
400019,Cluj,Cluj-Napoca,Piata,Muzeului,0,DA
400020,Cluj,Cluj-Napoca,Strada,Daicoviciu Constantin,0,DA
400021,Cluj,Cluj-Napoca,Strada,Chinezu Paul,0,DA
400021,Cluj,Cluj-Napoca,Strada,Clemenceanu Georges,0,DA
400021,Cluj,Cluj-Napoca,Strada,Roosevelt Theodore,0,DA
400022,Cluj,Cluj-Napoca,Strada,Fulicea Virgil,0,DA
400023,Cluj,Cluj-Napoca,Strada,Isac Emil,0,DA
400024,Cluj,Cluj-Napoca,Strada,"Dragalina, general",0,DA
400024,Cluj,Cluj-Napoca,Strada,Mamaia,0,DA
400027,Cluj,Cluj-Napoca,Strada,Baritiu George,0,DA
400027,Cluj,Cluj-Napoca,Parc,Central,0,DA
400027,Cluj,Cluj-Napoca,Strada,Regele Ferdinand nr. 37-T,0,DA
400028,Cluj,Cluj-Napoca,Strada,Arany Janos,0,DA
400029,Cluj,Cluj-Napoca,Strada,"Hossu Iuliu, cardinal",0,DA
400029,Cluj,Cluj-Napoca,Strada,Sindicatelor,0,DA
400030,Cluj,Cluj-Napoca,Strada,Alecsandri Vasile,0,DA
400031,Cluj,Cluj-Napoca,Strada,Nuferilor,0,DA
400032,Cluj,Cluj-Napoca,Strada,Cismigiu,0,DA
400033,Cluj,Cluj-Napoca,Strada,Eminescu Mihai,0,DA
400036,Cluj,Cluj-Napoca,Piata,Mihai Viteazu nr. 1-9; 2-8,0,DA
400037,Cluj,Cluj-Napoca,Strada,Decebal nr. 1-77; 2-82,0,DA
400038,Cluj,Cluj-Napoca,Strada,Horea nr. 2-36,0,DA
400039,Cluj,Cluj-Napoca,Strada,Closca,0,DA
400040,Cluj,Cluj-Napoca,Strada,Haiducului,0,DA
400041,Cluj,Cluj-Napoca,Strada,Petrovici Emil,0,DA
400044,Cluj,Cluj-Napoca,Strada,Dacia,0,DA
400045,Cluj,Cluj-Napoca,Strada,Einstein Albert,0,DA
400046,Cluj,Cluj-Napoca,Strada,Scurta,0,DA
400046,Cluj,Cluj-Napoca,Strada,Traian nr. 1-71; 2-94,0,DA
400047,Cluj,Cluj-Napoca,Strada,Vrabiilor,0,DA
400048,Cluj,Cluj-Napoca,Strada,Barceanu Daniil,0,DA
400049,Cluj,Cluj-Napoca,Strada,Lalelelor,0,DA
400050,Cluj,Cluj-Napoca,Piata,"Abator bl. C1, C2, C3, C4",0,DA
400053,Cluj,Cluj-Napoca,Strada,Pann Anton,0,DA
400054,Cluj,Cluj-Napoca,Strada,Parcul Feroviarilor,0,DA
400055,Cluj,Cluj-Napoca,Strada,Marasesti nr. 1-25; 2-30,0,DA
400055,Cluj,Cluj-Napoca,Strada,Paris nr. 69-T,0,DA
400056,Cluj,Cluj-Napoca,Piata,Abator bl. Turn,0,DA
400057,Cluj,Cluj-Napoca,Strada,Barbu Patriciu nr. 1-47; 2-64,0,DA
400057,Cluj,Cluj-Napoca,Strada,Oituz,0,DA
400057,Cluj,Cluj-Napoca,Strada,Porumbeilor,0,DA
400057,Cluj,Cluj-Napoca,Strada,Vaslui,0,DA
400058,Cluj,Cluj-Napoca,Piata,1848,0,DA
400058,Cluj,Cluj-Napoca,Piata,1 Mai nr. 1-T,0,DA
400058,Cluj,Cluj-Napoca,Strada,Blanarilor,0,DA
400058,Cluj,Cluj-Napoca,Strada,Campul Painii nr. 1-5; 2-4,0,DA
400058,Cluj,Cluj-Napoca,Strada,Portelanului,0,DA
400058,Cluj,Cluj-Napoca,Strada,Rasaritului nr. 1-23; 2-24,0,DA
400058,Cluj,Cluj-Napoca,Strada,Varga Ecaterina,0,DA
400059,Cluj,Cluj-Napoca,Strada,Calimanesti,0,DA
400059,Cluj,Cluj-Napoca,Strada,Olanesti,0,DA
400059,Cluj,Cluj-Napoca,Strada,Zizinului,0,DA
400062,Cluj,Cluj-Napoca,Strada,Bolintineanu Dimitrie,0,DA
400063,Cluj,Cluj-Napoca,Strada,Iorga Nicolae,0,DA
400064,Cluj,Cluj-Napoca,Strada,Endre Ady,0,DA
400065,Cluj,Cluj-Napoca,Strada,Vulcan Iosif,0,DA
400066,Cluj,Cluj-Napoca,Strada,Brasov nr. 1-31; 2-48,0,DA
400067,Cluj,Cluj-Napoca,Strada,Dimitrie Cantemir,0,DA
400068,Cluj,Cluj-Napoca,Strada,Doja Gheorghe,0,DA
400071,Cluj,Cluj-Napoca,Strada,Cioran Emil,0,DA
400071,Cluj,Cluj-Napoca,Strada,Lehrer Milton,0,DA
400071,Cluj,Cluj-Napoca,Strada,Lutoasa,0,DA
400071,Cluj,Cluj-Napoca,Strada,Muresanu Andrei,0,DA
400071,Cluj,Cluj-Napoca,Strada,Vidu Ioan,0,DA
400072,Cluj,Cluj-Napoca,Strada,Brasov nr. 33-T; 50-T,0,DA
400073,Cluj,Cluj-Napoca,Strada,Fluerasului,0,DA
400073,Cluj,Cluj-Napoca,Strada,Francu Amos,0,DA
400073,Cluj,Cluj-Napoca,Strada,Predeal,0,DA
400074,Cluj,Cluj-Napoca,Strada,Parvan Vasile,0,DA
400075,Cluj,Cluj-Napoca,Strada,Brote Eugen,0,DA
400075,Cluj,Cluj-Napoca,Strada,Maiorescu Titu,0,DA
400075,Cluj,Cluj-Napoca,Strada,Ponorului,0,DA
400076,Cluj,Cluj-Napoca,Alee,Muscel,0,DA
400079,Cluj,Cluj-Napoca,Strada,Bratianu Ion I. C.,0,DA
400080,Cluj,Cluj-Napoca,Piata,Baba Novac,0,DA
400080,Cluj,Cluj-Napoca,Strada,Baba Novac nr. 15-T; 14-T,0,DA
400081,Cluj,Cluj-Napoca,Piata,Stefan cel Mare nr. 18-T,0,DA
400082,Cluj,Cluj-Napoca,Strada,"Badescu, aviator nr. 1-7; 2-8",0,DA
400082,Cluj,Cluj-Napoca,Strada,Kovacs Dezso,0,DA
400083,Cluj,Cluj-Napoca,Strada,Avram Iancu nr. 13-T; 24-T,0,DA
400084,Cluj,Cluj-Napoca,Strada,Kogalniceanu Mihail,0,DA
400087,Cluj,Cluj-Napoca,Strada,Micu Klein Inocentiu,0,DA
400088,Cluj,Cluj-Napoca,Strada,Napoca nr. 1-T,0,DA
400089,Cluj,Cluj-Napoca,Strada,Avram Iancu nr. 1-11; 2-22,0,DA
400090,Cluj,Cluj-Napoca,Strada,Bisericii Ortodoxe,0,DA
400090,Cluj,Cluj-Napoca,Strada,Gutinului,0,DA
400090,Cluj,Cluj-Napoca,Strada,Ispirescu Petre,0,DA
400090,Cluj,Cluj-Napoca,Strada,Martone Emanuel,0,DA
400090,Cluj,Cluj-Napoca,Strada,Marului,0,DA
400090,Cluj,Cluj-Napoca,Strada,Potaissa,0,DA
400091,Cluj,Cluj-Napoca,Strada,Fortaretei,0,DA
400091,Cluj,Cluj-Napoca,Strada,Gall Gabor,0,DA
400091,Cluj,Cluj-Napoca,Strada,Mincu Ioan,0,DA
400091,Cluj,Cluj-Napoca,Strada,Universitatii,0,DA
400094,Cluj,Cluj-Napoca,Bulevard,21 Decembrie 1989 nr. 2-58,0,DA
400095,Cluj,Cluj-Napoca,Strada,Maniu Iuliu,0,DA
400096,Cluj,Cluj-Napoca,Strada,Bolyai Janos,0,DA
400097,Cluj,Cluj-Napoca,Strada,Baba Novac nr. 1-13; 2-12,0,DA
400098,Cluj,Cluj-Napoca,Piata,Avram Iancu nr. 1-11; 2-12,0,DA
400098,Cluj,Cluj-Napoca,Piata,Unirii nr. 29-T; 30-T,0,DA
400101,Cluj,Cluj-Napoca,Strada,Tipografiei,0,DA
400102,Cluj,Cluj-Napoca,Strada,Ferenc David,0,DA
400103,Cluj,Cluj-Napoca,Strada,Saguna Andrei,0,DA
400104,Cluj,Cluj-Napoca,Strada,Brassai Samuel,0,DA
400104,Cluj,Cluj-Napoca,Strada,Cotita,0,DA
400104,Cluj,Cluj-Napoca,Strada,Iosif Stefan Octavian,0,DA
400105,Cluj,Cluj-Napoca,Bulevard,21 Decembrie 1989 nr. 1-35,0,DA
400106,Cluj,Cluj-Napoca,Strada,Curie Frederic Joliot,0,DA
400107,Cluj,Cluj-Napoca,Strada,Cuza Voda,0,DA
400110,Cluj,Cluj-Napoca,Strada,Regele Ferdinand nr. 1-35; 2-T,0,DA
400111,Cluj,Cluj-Napoca,Strada,Puscariu Sextil,0,DA
400112,Cluj,Cluj-Napoca,Strada,Deleu Victor,0,DA
400112,Cluj,Cluj-Napoca,Strada,Goldis Vasile,0,DA
400112,Cluj,Cluj-Napoca,Strada,Matei Corvin,0,DA
400112,Cluj,Cluj-Napoca,Strada,Zola Emile,0,DA
400113,Cluj,Cluj-Napoca,Piata,Unirii nr. 13-27; 18-28,0,DA
400114,Cluj,Cluj-Napoca,Strada,Memorandumului,0,DA
400117,Cluj,Cluj-Napoca,Piata,Avram Iancu nr. 17-T; 16-T,0,DA
400117,Cluj,Cluj-Napoca,Cale,Dorobantilor nr. 1-55; 2-60,0,DA
400117,Cluj,Cluj-Napoca,Strada,Navodari,0,DA
400118,Cluj,Cluj-Napoca,Strada,Rosca Pavel,0,DA
400119,Cluj,Cluj-Napoca,Strada,Pitesti,0,DA
400120,Cluj,Cluj-Napoca,Strada,Dobrogeanu Gherea,0,DA
400121,Cluj,Cluj-Napoca,Strada,Patitia Rubin,0,DA
400124,Cluj,Cluj-Napoca,Bulevard,21 Decembrie 1989 nr. 37-75; 60-114,0,DA
400124,Cluj,Cluj-Napoca,Piata,"Avram Iancu nr. 13, 15; 14",0,DA
400125,Cluj,Cluj-Napoca,Strada,Paris nr. 1-7; 2-10,0,DA
400126,Cluj,Cluj-Napoca,Strada,13 Septembrie,0,DA
400129,Cluj,Cluj-Napoca,Bulevard,Eroilor,0,DA
400130,Cluj,Cluj-Napoca,Strada,Voltaire,0,DA
400131,Cluj,Cluj-Napoca,Strada,Braniste Valeriu,0,DA
400132,Cluj,Cluj-Napoca,Strada,"Mosoiu Traian, general",0,DA
400133,Cluj,Cluj-Napoca,Piata,"Stefan cel Mare nr. 1, 3; 2",0,DA
400133,Cluj,Cluj-Napoca,Piata,Unirii nr. 1-7; 2-6,0,DA
400134,Cluj,Cluj-Napoca,Strada,Oberth Hermann,0,DA
400137,Cluj,Cluj-Napoca,Piata,Abator bl. B,0,DA
400137,Cluj,Cluj-Napoca,Strada,Meseriilor,0,DA
400137,Cluj,Cluj-Napoca,Strada,Paris nr. 58-T,0,DA
400138,Cluj,Cluj-Napoca,Strada,Bucuresti nr. 1-13; 2-20,0,DA
400138,Cluj,Cluj-Napoca,Strada,Izei,0,DA
400139,Cluj,Cluj-Napoca,Strada,Domide Gherasim,0,DA
400139,Cluj,Cluj-Napoca,Strada,Livezii,0,DA
400139,Cluj,Cluj-Napoca,Strada,Rosiori,0,DA
400139,Cluj,Cluj-Napoca,Strada,Tabacarilor,0,DA
400139,Cluj,Cluj-Napoca,Strada,Viteazu Ion,0,DA
400140,Cluj,Cluj-Napoca,Strada,Bogdan Voda,0,DA
400140,Cluj,Cluj-Napoca,Strada,Gospodarilor,0,DA
400140,Cluj,Cluj-Napoca,Strada,Lotrului,0,DA
400141,Cluj,Cluj-Napoca,Piata,1 Mai nr. 2-T,0,DA
400141,Cluj,Cluj-Napoca,Strada,Barbu Patriciu nr. 49-T; 66-T,0,DA
400141,Cluj,Cluj-Napoca,Strada,Comsa Dimitrie nr. 1-25; 2-24,0,DA
400142,Cluj,Cluj-Napoca,Strada,Rasaritului nr. 25-35; 26-36,0,DA
400145,Cluj,Cluj-Napoca,Strada,Somesului,0,DA
400146,Cluj,Cluj-Napoca,Strada,Comsa Dimitrie nr. 27-T; 26-T,0,DA
400146,Cluj,Cluj-Napoca,Strada,Iasilor nr. 1-T; 12-T,0,DA
400146,Cluj,Cluj-Napoca,Strada,Paris nr. 41-67; 40-56,0,DA
400147,Cluj,Cluj-Napoca,Strada,Marasesti nr. 27-T; 32-T,0,DA
400148,Cluj,Cluj-Napoca,Strada,Bucuresti nr. 15-53; 22-70,0,DA
400151,Cluj,Cluj-Napoca,Piata,"Mihai Viteazu nr. 11-T; 10-20, 34-T",0,DA
400152,Cluj,Cluj-Napoca,Strada,Iasilor nr. 2-10,0,DA
400153,Cluj,Cluj-Napoca,Strada,Popescu Voinesti Ion,0,DA
400156,Cluj,Cluj-Napoca,Piata,Mihai Viteazu nr. 22-32,0,DA
400157,Cluj,Cluj-Napoca,Strada,Ploiesti,0,DA
400158,Cluj,Cluj-Napoca,Strada,Constanta,0,DA
400159,Cluj,Cluj-Napoca,Strada,Arges,0,DA
400160,Cluj,Cluj-Napoca,Strada,Balcescu Nicolae,0,DA
400161,Cluj,Cluj-Napoca,Strada,Paris nr. 9-39; 14-38,0,DA
400162,Cluj,Cluj-Napoca,Strada,Croitorilor,0,DA
400165,Cluj,Cluj-Napoca,Strada,Negruzzi Costache,0,DA
400165,Cluj,Cluj-Napoca,Strada,Racovita Emil,0,DA
400166,Cluj,Cluj-Napoca,Strada,Cetatii,0,DA
400167,Cluj,Cluj-Napoca,Strada,Calarasi,0,DA
400168,Cluj,Cluj-Napoca,Strada,Serpuitoare,0,DA
400169,Cluj,Cluj-Napoca,Strada,Miron Costin,0,DA
400170,Cluj,Cluj-Napoca,Strada,Bunea Augustin,0,DA
400171,Cluj,Cluj-Napoca,Strada,Baia Mare,0,DA
400171,Cluj,Cluj-Napoca,Strada,Dornei,0,DA
400171,Cluj,Cluj-Napoca,Strada,Gruia,0,DA
400171,Cluj,Cluj-Napoca,Strada,Lacatusului,0,DA
400171,Cluj,Cluj-Napoca,Strada,Lapusului,0,DA
400174,Cluj,Cluj-Napoca,Strada,Horea nr. 1-23,0,DA
400174,Cluj,Cluj-Napoca,Strada,Oravita,0,DA
400174,Cluj,Cluj-Napoca,Strada,Roth Stephan Ludwig,0,DA
400174,Cluj,Cluj-Napoca,Alee,Scarilor,0,DA
400175,Cluj,Cluj-Napoca,Strada,Galilei,0,DA
400176,Cluj,Cluj-Napoca,Strada,Copernicus,0,DA
400177,Cluj,Cluj-Napoca,Strada,Crisan,0,DA
400178,Cluj,Cluj-Napoca,Strada,Conductorilor,0,DA
400178,Cluj,Cluj-Napoca,Strada,Magaziei,0,DA
400179,Cluj,Cluj-Napoca,Strada,Fierului,0,DA
400180,Cluj,Cluj-Napoca,Strada,Carpati,0,DA
400183,Cluj,Cluj-Napoca,Strada,Lazar Gheorghe,0,DA
400184,Cluj,Cluj-Napoca,Strada,Cristea Nicolae,0,DA
400185,Cluj,Cluj-Napoca,Strada,Ghibu Onisifor,0,DA
400185,Cluj,Cluj-Napoca,Strada,Paris nr. 12,0,DA
400186,Cluj,Cluj-Napoca,Strada,Scortarilor,0,DA
400187,Cluj,Cluj-Napoca,Strada,Gorunului,0,DA
400188,Cluj,Cluj-Napoca,Strada,Cernavoda,0,DA
400191,Cluj,Cluj-Napoca,Piata,Cipariu,0,DA
400192,Cluj,Cluj-Napoca,Alee,Învatatorului,0,DA
400192,Cluj,Cluj-Napoca,Piata,Stefan cel Mare nr. 5-T; 4-16,0,DA
400193,Cluj,Cluj-Napoca,Cale,Turzii nr. 1-105; 2-114,0,DA
400194,Cluj,Cluj-Napoca,Strada,Barsan Zaharia,0,DA
400194,Cluj,Cluj-Napoca,Strada,Dragomir Silviu,0,DA
400194,Cluj,Cluj-Napoca,Strada,Hugo Victor,0,DA
400194,Cluj,Cluj-Napoca,Strada,Matei Basarab,0,DA
400195,Cluj,Cluj-Napoca,Strada,Crangului,0,DA
400195,Cluj,Cluj-Napoca,Strada,Jozsef Áttila,0,DA
400195,Cluj,Cluj-Napoca,Strada,Pop Gheorghe de Basesti,0,DA
400196,Cluj,Cluj-Napoca,Strada,Aurorei,0,DA
400196,Cluj,Cluj-Napoca,Strada,"Badescu, aviator nr. 9-T; 10-T",0,DA
400197,Cluj,Cluj-Napoca,Strada,Alba Iulia,0,DA
400200,Cluj,Cluj-Napoca,Strada,"Campeni nr. 3, 3A, 3B, 3C",0,DA
400201,Cluj,Cluj-Napoca,Piata,Garii,0,DA
400202,Cluj,Cluj-Napoca,Strada,Horea nr. 25-T,0,DA
400203,Cluj,Cluj-Napoca,Strada,Coroianu Iuliu,0,DA
400204,Cluj,Cluj-Napoca,Strada,Traian nr. 73-T; 96-T,0,DA
400205,Cluj,Cluj-Napoca,Strada,Decebal nr. 79-T; 84-T,0,DA
400205,Cluj,Cluj-Napoca,Strada,Spitalului,0,DA
400206,Cluj,Cluj-Napoca,Strada,Calatis,0,DA
400206,Cluj,Cluj-Napoca,Strada,Caii Ferate,0,DA
400209,Cluj,Cluj-Napoca,Strada,16 Februarie,0,DA
400209,Cluj,Cluj-Napoca,Strada,Migdalului,0,DA
400209,Cluj,Cluj-Napoca,Strada,Patrascu Nicolae,0,DA
400209,Cluj,Cluj-Napoca,Strada,Tufei,0,DA
400209,Cluj,Cluj-Napoca,Strada,Tyukodi Ántal,0,DA
400210,Cluj,Cluj-Napoca,Strada,Mecanicilor,0,DA
400211,Cluj,Cluj-Napoca,Strada,11 Octombrie,0,DA
400212,Cluj,Cluj-Napoca,Strada,Rahovei,0,DA
400213,Cluj,Cluj-Napoca,Strada,Trambitasului,0,DA
400213,Cluj,Cluj-Napoca,Strada,Vanatorului,0,DA
400214,Cluj,Cluj-Napoca,Strada,Vuia Romulus nr. 1-117; 2-124,0,DA
400217,Cluj,Cluj-Napoca,Strada,Aramei,0,DA
400217,Cluj,Cluj-Napoca,Strada,Brediceanu,0,DA
400217,Cluj,Cluj-Napoca,Strada,Caragiale Ion Luca,0,DA
400217,Cluj,Cluj-Napoca,Strada,"Campeni nr. 1, 5-T; 2-T",0,DA
400217,Cluj,Cluj-Napoca,Strada,Fericirii,0,DA
400217,Cluj,Cluj-Napoca,Strada,Kovari László,0,DA
400218,Cluj,Cluj-Napoca,Strada,Locomotivei,0,DA
